fecha,tasa,precios
12-11-2018,-3.8120908740854773,49.96
13-11-2018,-8.290549534131976,48.23
14-11-2018,-11.69932177844763,46.87
15-11-2018,-15.711370803190501,45.44
16-11-2018,-12.398673544583648,47.55
20-11-2018,-5.5609378027514005,48.74
21-11-2018,-5.85096245473604,49.4
22-11-2018,-2.00160128102482,48.96
23-11-2018,0.8293593199253695,48.63
26-11-2018,-0.4693834008960932,46.65
27-11-2018,6.558098591549305,48.42
28-11-2018,5.446898002103057,50.14
29-11-2018,4.739433729995887,51.05
30-11-2018,3.2591093117408896,51.01
