fecha,tasa,precios
14-09-2018,0.5555555555555527,19.91
17-09-2018,1.3824884792626706,19.8
18-09-2018,1.5353121801432994,19.84
19-09-2018,2.0263424518743776,20.14
20-09-2018,2.2233451237999056,20.23
21-09-2018,5.0228310502283025,20.7
24-09-2018,3.869047619047625,20.94
