fecha,tasa,precios
01-10-2018,5.882352941176477,21.42
02-10-2018,5.458937198067629,21.83
03-10-2018,-2.005730659025796,20.52
04-10-2018,-2.0912547528517003,20.6
05-10-2018,-3.0631479736097957,20.57
08-10-2018,-5.023474178403757,20.23
09-10-2018,-5.654205607476623,20.19
