fecha,tasa,precios
04-09-2018,-1.4705882352941257,48.91
05-09-2018,-3.608962918897482,48.61
06-09-2018,-2.637362637362638,48.73
07-09-2018,-2.4511757672379373,48.95
10-09-2018,-1.751913008457506,48.79
11-09-2018,-1.2722132471728644,48.89
12-09-2018,-0.6054490413723455,49.25
13-09-2018,1.6152116131670544,49.7
14-09-2018,2.077761777412051,49.62
17-09-2018,1.3749230453519428,49.4
18-09-2018,1.4096016343207307,49.64
19-09-2018,1.660176265628207,49.6
20-09-2018,1.2681529965228011,49.51
21-09-2018,0.02030456852791474,49.26
