fecha,tasa,precios
26-07-2018,-3.6452004860267397,15.86
27-07-2018,-3.582270795385538,15.88
30-07-2018,-1.0545905707196135,15.95
31-07-2018,0.06265664160400869,15.97
01-08-2018,-0.6289308176100606,15.8
02-08-2018,-1.9362898188632245,15.7
03-08-2018,-1.995012468827921,15.72
