fecha,tasa,precios
31-08-2018,-0.7018247443352603,49.52
03-09-2018,-0.402010050251262,49.55
04-09-2018,-1.4705882352941257,48.91
05-09-2018,-3.608962918897482,48.61
06-09-2018,-2.637362637362638,48.73
07-09-2018,-2.4511757672379373,48.95
10-09-2018,-1.751913008457506,48.79
